County,State,fips,Latitude,Longitude,Confirmed Cases,Deaths,Recoveries
Jersey,ILLINOIS,17083,39.0848464, -90.3303344,18,1,10
Jo Daviess,ILLINOIS,17085,42.3506664, -90.1743742,18,0,0
Johnson,ILLINOIS,17087,37.4501818, -88.8844045,6,0,4
Kane,ILLINOIS,17089,41.923434, -88.4248315,3995,104,0
Kankakee,ILLINOIS,17091,41.1253903, -87.848682,623,31,204
Kendall,ILLINOIS,17093,41.5853584, -88.4319488,518,17,265
Knox,ILLINOIS,17095,40.920889, -90.2202325,79,0,0
Lake,ILLINOIS,17097,42.3327033, -87.9939552,5992,202,0
LaSalle,ILLINOIS,17099,41.3474892, -88.9011861,117,7,51
Lawrence,ILLINOIS,17101,38.7108998, -87.7194375,4,0,3
Lee,ILLINOIS,17103,41.7459056, -89.2888533,73,1,0
Livingston,ILLINOIS,17105,40.8682487, -88.5631125,25,1,23
Logan,ILLINOIS,17107,40.1075089, -89.3768539,10,0,7
Macon,ILLINOIS,17115,39.8455208, -88.9602376,159,17,54
Macoupin,ILLINOIS,17117,39.2420653, -89.925212,41,1,28
Madison,ILLINOIS,17119,38.887663, -90.1589413,464,38,224
Marion,ILLINOIS,17121,38.6477381, -88.9232112,47,0,35
Marshall,ILLINOIS,17123,41.0324537, -89.2998456,5,0,1
Mason,ILLINOIS,17125,40.2302271, -89.8660433,16,0,13
Massac,ILLINOIS,17127,37.2177417, -88.7163312,6,0,5
McDonough,ILLINOIS,17109,40.4376858, -90.6780272,58,2,24
McHenry,ILLINOIS,17111,42.3294391, -88.4605713,1123,62,0
McLean,ILLINOIS,17113,40.4631789, -88.8196613,132,4,104
Menard,ILLINOIS,17129,40.0166667, -89.7858065,17,0,2
Mercer,ILLINOIS,17131,41.2019729, -90.7398717,14,0,10
Monroe,ILLINOIS,17133,38.2722313, -90.1792484,83,11,0
Montgomery,ILLINOIS,17135,39.2052633, -89.5057126,36,1,0
Morgan,ILLINOIS,17137,39.7062265, -90.190335,35,1,0
Moultrie,ILLINOIS,17139,39.6391442, -88.6087498,7,0,0
Ogle,ILLINOIS,17141,42.0397014, -89.3138599,165,2,101
Peoria,ILLINOIS,17143,40.8021278, -89.7713762,156,6,112
Perry,ILLINOIS,17145,38.0772859, -89.3760499,38,0,29
Piatt,ILLINOIS,17147,39.967291, -88.6072399,8,0,6
Pike,ILLINOIS,17149,39.6108707, -90.8538306,1,0,0
Pope,ILLINOIS,17151,37.3933531, -88.5904425,1,0,1
Pulaski,ILLINOIS,17153,37.2314232, -89.1183427,40,0,18
Randolph,ILLINOIS,17157,38.0472916, -89.8107962,234,3,170
Richland,ILLINOIS,17159,38.7060457, -88.0949352,3,0,3
Rock Island,ILLINOIS,17161,41.4411786, -90.5766144,563,18,0
Saline,ILLINOIS,17165,37.750075, -88.5302584,6,0,5
Sangamon,ILLINOIS,17167,39.7623668, -89.6454905,299,25,136
Schuyler,ILLINOIS,17169,40.1370869, -90.5697373,7,0,0
Shelby,ILLINOIS,17173,39.3665064, -88.7886278,12,1,9
St. Clair,ILLINOIS,17163,38.4616972, -89.9324347,765,63,0
Stark,ILLINOIS,17175,41.0712135, -89.8066831,1,0,0
Stephenson,ILLINOIS,17177,42.3503474, -89.6735637,135,0,65
Tazewell,ILLINOIS,17179,40.5126429, -89.5442084,62,3,14
Union,ILLINOIS,17181,37.4616454, -89.2504793,105,1,16
Vermilion,ILLINOIS,17183,40.1749809, -87.7323857,29,1,17
Wabash,ILLINOIS,17185,38.4615994, -87.8460903,1,0,0
Warren,ILLINOIS,17187,40.8442828, -90.6168408,105,0,77
Washington,ILLINOIS,17189,38.3662806, -89.4201902,17,0,14
Wayne,ILLINOIS,17191,38.4251958, -88.4197678,10,1,2
White,ILLINOIS,17193,38.0632329, -88.1577725,2,0,2
Whiteside,ILLINOIS,17195,41.7612332, -89.9214744,113,8,73
Will,ILLINOIS,17197,41.4194058, -87.9994754,4277,237,0
Williamson,ILLINOIS,17199,37.7376325, -88.9294452,51,1,36
Winnebago,ILLINOIS,17201,42.3255276, -89.1496574,1390,33,327
Woodford,ILLINOIS,17203,40.8145359, -89.2074215,15,1,13
