County,State,fips,Latitude,Longitude,Confirmed Cases,Deaths,Recoveries
Gaston,NORTH CAROLINA,37071,35.38,-81.09,427,8,302
Gates,NORTH CAROLINA,37073,36.53,-76.569,23,1,13
Graham,NORTH CAROLINA,37075,35.36,-83.56,2,0,
Granville,NORTH CAROLINA,37077,36.5,-78.55,631,14,209
Greene,NORTH CAROLINA,37079,35.59,-77.69,105,2,57
Guilford,NORTH CAROLINA,37081,36.2,-79.69,1853,91,964
Halifax,NORTH CAROLINA,37083,36.17,-77.66,219,1,173
Harnett,NORTH CAROLINA,37085,35.51,-78.73,358,30,267
Haywood,NORTH CAROLINA,37087,35.54,-82.84,65,0,45
Henderson,NORTH CAROLINA,37089,35.45,-82.28,388,48,233
Hertford,NORTH CAROLINA,37091,36.49,-77.01,133,3,56
Hoke,NORTH CAROLINA,37093,34.97,-79.22,288,1,187
Hyde,NORTH CAROLINA,37095,35.54,-76.02,1,0,
Iredell,NORTH CAROLINA,37097,35.72,-80.9,377,6,222
Jackson,NORTH CAROLINA,37099,35.42,-83.08,45,1,15
Johnston,NORTH CAROLINA,37101,35.37,-78.54,699,24,662
Jones,NORTH CAROLINA,37103,35.01,-77.489,25,3,22
Lee,NORTH CAROLINA,37105,35.54,-79.23,557,4,386
Lenoir,NORTH CAROLINA,37107,35.27,-77.59,259,9,196
Lincoln,NORTH CAROLINA,37109,35.42,-81.3,105,0,68
Macon,NORTH CAROLINA,37113,35.18,-83.38,155,1,17
Madison,NORTH CAROLINA,37115,35.89,-82.82,4,0,
Martin,NORTH CAROLINA,37117,35.83,-77.17,83,4,67
McDowell,NORTH CAROLINA,37111,35.6,-81.97,108,2,36
Mecklenburg,NORTH CAROLINA,37119,35.48,-80.86,5606,115,3644
Mitchell,NORTH CAROLINA,37121,36.01,-82.15,13,0,12
Montgomery,NORTH CAROLINA,37123,35.36,-79.78,205,5,72
Moore,NORTH CAROLINA,37125,35.3,-79.65,266,11,173
Nash,NORTH CAROLINA,37127,35.78,-78.2,247,4,163
New Hanover,NORTH CAROLINA,37129,34.21,-77.91,304,5,123
Northampton,NORTH CAROLINA,37131,36.43,-77.22,176,14,132
Onslow,NORTH CAROLINA,37133,34.49,-77.55,134,2,104
Orange,NORTH CAROLINA,37135,36.2,-79.17,415,40,270
Pamlico,NORTH CAROLINA,37137,35.14,-76.8,13,0,10
Pasquotank,NORTH CAROLINA,37139,36.29,-76.22,117,13,85
Pender,NORTH CAROLINA,37141,34.52,-78.17,121,1,85
Perquimans,NORTH CAROLINA,37143,36.26,-76.53,26,2,20
Person,NORTH CAROLINA,37145,36.49,-79.14,72,1,50
Pitt,NORTH CAROLINA,37147,35.57,-77.48,413,2,265
Polk,NORTH CAROLINA,37149,35.24,-82.2,51,4,31
Randolph,NORTH CAROLINA,37151,35.71,-79.81,862,17,645
Richmond,NORTH CAROLINA,37153,34.94,-79.81,189,4,124
Robeson,NORTH CAROLINA,37155,34.4,-79.04,900,14,585
Rockingham,NORTH CAROLINA,37157,36.38,-79.97,121,2,115
Rowan,NORTH CAROLINA,37159,35.73,-80.67,818,39,460
Rutherford,NORTH CAROLINA,37161,35.36,-81.83,202,7,170
Sampson,NORTH CAROLINA,37163,34.99,-78.64,630,4,395
Scotland,NORTH CAROLINA,37165,34.75,-79.59,99,1,82
Stanly,NORTH CAROLINA,37167,35.36,-80.19,103,4,20
Stokes,NORTH CAROLINA,37169,36.4,-80.209,89,0,32
Surry,NORTH CAROLINA,37171,36.4,-80.56,292,2,170
Swain,NORTH CAROLINA,37173,35.42,-83.44,32,0,
Transylvania,NORTH CAROLINA,37175,35.22,-82.87,16,1,
Tyrrell,NORTH CAROLINA,37177,35.91,-76.25,4,0,4
Union,NORTH CAROLINA,37179,35.07,-80.67,604,22,354
Vance,NORTH CAROLINA,37181,36.32,-78.41,391,31,174
Wake,NORTH CAROLINA,37183,35.72,-78.84,2462,42,1797
Warren,NORTH CAROLINA,37185,36.43,-78.08,113,2,73
Washington,NORTH CAROLINA,37187,35.87,-76.39,32,3,27
Watauga,NORTH CAROLINA,37189,36.12,-81.67,34,0,13
Wayne,NORTH CAROLINA,37191,35.37,-77.97,1366,22,901
Wilkes,NORTH CAROLINA,37193,36.06,-81.25,513,6,479
Wilson,NORTH CAROLINA,37195,35.63,-77.93,466,13,345
Yadkin,NORTH CAROLINA,37197,36.23,-80.7,225,4,188
Yancey,NORTH CAROLINA,37199,35.91,-82.29,21,0,13
